serial,dt,date,hour,dong,lat,lon,temp,humi,v,tr_v3,utci_v3,utci_cat
V02Q1940473,2025-08-03 11:07:00,2025-08-03,11,Geumho-1(il)-dong,37.556839663,127.019950184,31.4,64.0,1.9714285714285715,43.038547314966905,35.5,strong_heat
V02Q1940501,2025-08-03 11:07:00,2025-08-03,11,Eungbong-dong,37.552003424,127.036324364,32.0,62.0,1.9714285714285715,43.63854731496691,36.1,strong_heat
V02Q1940503,2025-08-03 11:07:00,2025-08-03,11,Songjeong-dong,37.554020674,127.068888201,31.9,65.0,1.9714285714285715,43.538547314966905,36.3,strong_heat
V02Q1940502,2025-08-03 11:07:00,2025-08-03,11,Seongsu1ga1(il)-dong,37.54081481,127.049563967,31.9,65.0,1.9714285714285715,43.538547314966905,36.3,strong_heat
V02Q1940504,2025-08-03 11:07:00,2025-08-03,11,Haengdang2(i)-dong,37.55905889,127.02896077,32.7,63.0,1.9714285714285715,44.33854731496691,37.2,strong_heat
V02Q1940530,2025-08-03 11:07:00,2025-08-03,11,Seongsu1ga1(il)-dong,37.542144186,127.047751758,31.8,64.0,1.9714285714285715,43.438547314966904,36.1,strong_heat
V02Q1940556,2025-08-03 11:07:00,2025-08-03,11,Seongsu2ga1(il)-dong,37.540241557,127.054675329,31.3,68.0,1.9714285714285715,42.938547314966904,35.8,strong_heat
V02Q1940563,2025-08-03 11:07:00,2025-08-03,11,Wangsimni-doSeondong,37.564129832,127.031439736,32.2,62.0,1.9714285714285715,43.83854731496691,36.4,strong_heat
V02Q1940565,2025-08-03 11:07:00,2025-08-03,11,Seongsu2ga1(il)-dong,37.541950115,127.053612431,31.4,65.0,1.9714285714285715,43.038547314966905,35.6,strong_heat
V02Q1940601,2025-08-03 11:07:00,2025-08-03,11,Sageun-dong,37.560264565,127.048014605,32.6,61.0,1.9714285714285715,44.23854731496691,36.8,strong_heat
V02Q1940603,2025-08-03 11:07:00,2025-08-03,11,Yongdap-dong,37.563368336,127.055964397,32.8,61.0,1.9714285714285715,44.438547314966904,37.1,strong_heat
V02Q1940607,2025-08-03 11:07:00,2025-08-03,11,Sageun-dong,37.55887111,127.038552736,31.8,64.0,1.9714285714285715,43.438547314966904,36.1,strong_heat
V02Q1940615,2025-08-03 11:07:00,2025-08-03,11,Geumho-1(il)-dong,37.557838543,127.024148057,32.2,62.0,1.9714285714285715,43.83854731496691,36.4,strong_heat
V02Q1940617,2025-08-03 11:07:00,2025-08-03,11,Oksu-dong,37.541972102,127.016370616,32.4,64.0,1.9714285714285715,44.038547314966905,36.9,strong_heat
V02Q1940616,2025-08-03 11:07:00,2025-08-03,11,Wangsimni2(i)-dong,37.560443166,127.030835302,32.4,61.0,1.9714285714285715,44.038547314966905,36.5,strong_heat
V02Q1940623,2025-08-03 11:07:00,2025-08-03,11,Majang-dong,37.563719858,127.039492971,31.9,64.0,1.9714285714285715,43.538547314966905,36.2,strong_heat
V02Q1940644,2025-08-03 11:07:00,2025-08-03,11,Haengdang1(il)-dong,37.561197184,127.034602965,31.0,65.0,1.9714285714285715,42.63854731496691,35.1,strong_heat
V02Q1940709,2025-08-03 11:07:00,2025-08-03,11,Majang-dong,37.569445214,127.0446016,31.9,65.0,1.9714285714285715,43.538547314966905,36.3,strong_heat
V02Q1940743,2025-08-03 11:07:00,2025-08-03,11,Seongsu2ga1(il)-dong,37.536409649,127.056387019,32.5,63.0,1.9714285714285715,44.13854731496691,36.9,strong_heat
V02Q1940761,2025-08-03 11:07:00,2025-08-03,11,Majang-dong,37.564052441,127.044424399,32.6,63.0,1.9714285714285715,44.23854731496691,37.0,strong_heat
V02Q1940753,2025-08-03 11:07:00,2025-08-03,11,Geumho-1(il)-dong,37.549364662,127.026655727,32.3,64.0,1.9714285714285715,43.938547314966904,36.7,strong_heat
V02Q1940744,2025-08-03 11:07:00,2025-08-03,11,Seongsu2ga3(sam)-dong,37.544751429,127.053111792,31.9,64.0,1.9714285714285715,43.538547314966905,36.2,strong_heat
V02Q1940748,2025-08-03 11:07:00,2025-08-03,11,Seongsu1ga1(il)-dong,37.537369863,127.050872231,32.5,64.0,1.9714285714285715,44.13854731496691,37.0,strong_heat
V02Q1940786,2025-08-03 11:07:00,2025-08-03,11,Seongsu1ga1(il)-dong,37.542101542,127.049671321,32.3,63.0,1.9714285714285715,43.938547314966904,36.6,strong_heat
V02Q1940868,2025-08-03 11:07:00,2025-08-03,11,Yongdap-dong,37.560512835,127.052853492,32.1,63.0,1.9714285714285715,43.73854731496691,36.3,strong_heat
V02Q1940871,2025-08-03 11:07:00,2025-08-03,11,Majang-dong,37.57114665,127.037105979,33.3,61.0,1.9714285714285715,44.938547314966904,37.7,strong_heat
OC3CL200256,2025-08-03 12:07:00,2025-08-03,12,Majang-dong,37.5716201595004,127.036088628704,30.1,47.0,1.8714285714285714,42.3541402824325,32.7,strong_heat
V02Q1940112,2025-08-03 12:07:00,2025-08-03,12,Songjeong-dong,37.556514509,127.071193511,33.1,60.0,1.8714285714285714,45.3541402824325,37.6,strong_heat
V02Q1940156,2025-08-03 12:07:00,2025-08-03,12,Majang-dong,37.566674857,127.045521513,33.6,57.0,1.8714285714285714,45.8541402824325,37.9,strong_heat
V02Q1940258,2025-08-03 12:07:00,2025-08-03,12,Wangsimni2(i)-dong,37.562998002,127.028435382,32.1,62.0,1.8714285714285714,44.3541402824325,36.5,strong_heat
V02Q1940270,2025-08-03 12:07:00,2025-08-03,12,Seongsu1ga2(i)-dong,37.547286983,127.046740172,32.3,61.0,1.8714285714285714,44.5541402824325,36.6,strong_heat
V02Q1940286,2025-08-03 12:07:00,2025-08-03,12,Wangsimni2(i)-dong,37.562166194,127.026682312,32.6,61.0,1.8714285714285714,44.8541402824325,37.0,strong_heat
V02Q1940441,2025-08-03 12:07:00,2025-08-03,12,Haengdang1(il)-dong,37.558352332,127.037694516,32.0,61.0,1.8714285714285714,44.2541402824325,36.2,strong_heat
V02Q1940473,2025-08-03 12:07:00,2025-08-03,12,Geumho-1(il)-dong,37.556839663,127.019950184,31.7,63.0,1.8714285714285714,43.954140282432505,36.0,strong_heat
V02Q1940496,2025-08-03 12:07:00,2025-08-03,12,Seongsu2ga1(il)-dong,37.538775645,127.059760733,32.3,62.0,1.8714285714285714,44.5541402824325,36.7,strong_heat
V02Q1940501,2025-08-03 12:07:00,2025-08-03,12,Eungbong-dong,37.552003424,127.036324364,32.3,61.0,1.8714285714285714,44.5541402824325,36.6,strong_heat
V02Q1940530,2025-08-03 12:07:00,2025-08-03,12,Seongsu1ga1(il)-dong,37.542144186,127.047751758,32.3,63.0,1.8714285714285714,44.5541402824325,36.8,strong_heat
V02Q1940565,2025-08-03 12:07:00,2025-08-03,12,Seongsu2ga1(il)-dong,37.541950115,127.053612431,31.9,64.0,1.8714285714285714,44.1541402824325,36.4,strong_heat
V02Q1940563,2025-08-03 12:07:00,2025-08-03,12,Wangsimni-doSeondong,37.564129832,127.031439736,32.3,60.0,1.8714285714285714,44.5541402824325,36.5,strong_heat
V02Q1940580,2025-08-03 12:07:00,2025-08-03,12,Yongdap-dong,37.56518716,127.05111116,32.9,59.0,1.8714285714285714,45.1541402824325,37.2,strong_heat
V02Q1940603,2025-08-03 12:07:00,2025-08-03,12,Yongdap-dong,37.563368336,127.055964397,32.5,61.0,1.8714285714285714,44.7541402824325,36.9,strong_heat
V02Q1940601,2025-08-03 12:07:00,2025-08-03,12,Sageun-dong,37.560264565,127.048014605,33.0,60.0,1.8714285714285714,45.2541402824325,37.4,strong_heat
V02Q1940623,2025-08-03 12:07:00,2025-08-03,12,Majang-dong,37.563719858,127.039492971,32.1,62.0,1.8714285714285714,44.3541402824325,36.5,strong_heat
V02Q1940639,2025-08-03 12:07:00,2025-08-03,12,Eungbong-dong,37.54966889,127.03182637,32.5,63.0,1.8714285714285714,44.7541402824325,37.1,strong_heat
V02Q1940642,2025-08-03 12:07:00,2025-08-03,12,Yongdap-dong,37.560215516,127.064339113,31.9,64.0,1.8714285714285714,44.1541402824325,36.4,strong_heat
V02Q1940628,2025-08-03 12:07:00,2025-08-03,12,Majang-dong,37.568356828,127.040528854,32.8,61.0,1.8714285714285714,45.0541402824325,37.3,strong_heat
V02Q1940627,2025-08-03 12:07:00,2025-08-03,12,Songjeong-dong,37.551819341,127.067379627,32.5,62.0,1.8714285714285714,44.7541402824325,37.0,strong_heat
V02Q1940632,2025-08-03 12:07:00,2025-08-03,12,Wangsimni-doSeondong,37.564964319,127.03447479,32.6,60.0,1.8714285714285714,44.8541402824325,36.9,strong_heat
V02Q1940743,2025-08-03 12:07:00,2025-08-03,12,Seongsu2ga1(il)-dong,37.536409649,127.056387019,32.5,62.0,1.8714285714285714,44.7541402824325,37.0,strong_heat
V02Q1940761,2025-08-03 12:07:00,2025-08-03,12,Majang-dong,37.564052441,127.044424399,32.7,61.0,1.8714285714285714,44.954140282432505,37.2,strong_heat
V02Q1940748,2025-08-03 12:07:00,2025-08-03,12,Seongsu1ga1(il)-dong,37.537369863,127.050872231,32.7,63.0,1.8714285714285714,44.954140282432505,37.4,strong_heat
V02Q1940753,2025-08-03 12:07:00,2025-08-03,12,Geumho-1(il)-dong,37.549364662,127.026655727,32.7,63.0,1.8714285714285714,44.954140282432505,37.4,strong_heat
V02Q1940786,2025-08-03 12:07:00,2025-08-03,12,Seongsu1ga1(il)-dong,37.542101542,127.049671321,32.2,63.0,1.8714285714285714,44.454140282432505,36.7,strong_heat
V02Q1940842,2025-08-03 12:07:00,2025-08-03,12,Eungbong-dong,37.55214248,127.03558479,32.8,61.0,1.8714285714285714,45.0541402824325,37.3,strong_heat
V02Q1940870,2025-08-03 12:07:00,2025-08-03,12,Seongsu1ga1(il)-dong,37.538102738,127.046880664,31.7,67.0,1.8714285714285714,43.954140282432505,36.5,strong_heat
V02Q1940871,2025-08-03 12:07:00,2025-08-03,12,Majang-dong,37.57114665,127.037105979,33.5,60.0,1.8714285714285714,45.7541402824325,38.1,very_strong_heat
V02Q1941015,2025-08-03 12:07:00,2025-08-03,12,Seongsu1ga1(il)-dong,37.5416558,127.0482802,32.1,66.0,1.8714285714285714,44.3541402824325,36.9,strong_heat
OC3CL200256,2025-08-03 13:07:00,2025-08-03,13,Majang-dong,37.5716201595004,127.036088628704,30.0,46.0,2.3714285714285714,41.654627726113546,31.9,moderate_heat
V02Q1940502,2025-08-03 13:07:00,2025-08-03,13,Seongsu1ga1(il)-dong,37.54081481,127.049563967,33.2,61.0,2.3714285714285714,44.85462772611355,37.3,strong_heat
V02Q1940556,2025-08-03 13:07:00,2025-08-03,13,Seongsu2ga1(il)-dong,37.540241557,127.054675329,32.1,65.0,2.3714285714285714,43.754627726113554,36.2,strong_heat
V02Q1940617,2025-08-03 13:07:00,2025-08-03,13,Oksu-dong,37.541972102,127.016370616,33.5,61.0,2.3714285714285714,45.154627726113546,37.7,strong_heat
V02Q1940503,2025-08-03 13:07:00,2025-08-03,13,Songjeong-dong,37.554020674,127.068888201,33.2,61.0,2.3714285714285714,44.85462772611355,37.3,strong_heat
V02Q1940156,2025-08-03 13:07:00,2025-08-03,13,Majang-dong,37.566674857,127.045521513,34.2,56.0,2.3714285714285714,45.85462772611355,38.0,very_strong_heat
V02Q1940616,2025-08-03 13:07:00,2025-08-03,13,Wangsimni2(i)-dong,37.560443166,127.030835302,33.6,59.0,2.3714285714285714,45.254627726113554,37.6,strong_heat
V02Q1940639,2025-08-03 13:07:00,2025-08-03,13,Eungbong-dong,37.54966889,127.03182637,32.9,62.0,2.3714285714285714,44.55462772611355,37.0,strong_heat
V02Q1940870,2025-08-03 13:07:00,2025-08-03,13,Seongsu1ga1(il)-dong,37.538102738,127.046880664,32.3,65.0,2.3714285714285714,43.95462772611354,36.5,strong_heat
V02Q1940642,2025-08-03 13:07:00,2025-08-03,13,Yongdap-dong,37.560215516,127.064339113,32.8,62.0,2.3714285714285714,44.45462772611354,36.8,strong_heat
V02Q1940670,2025-08-03 13:07:00,2025-08-03,13,Seongsu1ga1(il)-dong,37.539279182,127.049873167,33.1,62.0,2.3714285714285714,44.754627726113554,37.2,strong_heat
V02Q1940615,2025-08-03 13:07:00,2025-08-03,13,Geumho-1(il)-dong,37.557838543,127.024148057,33.0,61.0,2.3714285714285714,44.654627726113546,37.0,strong_heat
V02Q1940504,2025-08-03 13:07:00,2025-08-03,13,Haengdang2(i)-dong,37.55905889,127.02896077,32.8,63.0,2.3714285714285714,44.45462772611354,36.9,strong_heat
V02Q1940828,2025-08-03 13:07:00,2025-08-03,13,Sageun-dong,37.561332045,127.039688831,32.8,61.0,2.3714285714285714,44.45462772611354,36.7,strong_heat
V02Q1940112,2025-08-03 13:07:00,2025-08-03,13,Songjeong-dong,37.556514509,127.071193511,33.9,58.0,2.3714285714285714,45.55462772611355,37.9,strong_heat
V02Q1940607,2025-08-03 13:07:00,2025-08-03,13,Sageun-dong,37.55887111,127.038552736,32.3,63.0,2.3714285714285714,43.95462772611354,36.2,strong_heat
V02Q1940735,2025-08-03 13:07:00,2025-08-03,13,Majang-dong,37.568406512,127.033660707,33.6,58.0,2.3714285714285714,45.254627726113554,37.5,strong_heat
V02Q1940601,2025-08-03 13:07:00,2025-08-03,13,Sageun-dong,37.560264565,127.048014605,33.8,58.0,2.3714285714285714,45.45462772611354,37.7,strong_heat
V02Q1940753,2025-08-03 13:07:00,2025-08-03,13,Geumho-1(il)-dong,37.549364662,127.026655727,33.4,61.0,2.3714285714285714,45.05462772611355,37.5,strong_heat
V02Q1940580,2025-08-03 13:07:00,2025-08-03,13,Yongdap-dong,37.56518716,127.05111116,33.3,59.0,2.3714285714285714,44.95462772611354,37.2,strong_heat
V02Q1940868,2025-08-03 13:07:00,2025-08-03,13,Yongdap-dong,37.560512835,127.052853492,33.2,60.0,2.3714285714285714,44.85462772611355,37.1,strong_heat
V02Q1940761,2025-08-03 13:07:00,2025-08-03,13,Majang-dong,37.564052441,127.044424399,33.0,61.0,2.3714285714285714,44.654627726113546,37.0,strong_heat
V02Q1940632,2025-08-03 13:07:00,2025-08-03,13,Wangsimni-doSeondong,37.564964319,127.03447479,33.2,59.0,2.3714285714285714,44.85462772611355,37.0,strong_heat
V02Q1940733,2025-08-03 13:07:00,2025-08-03,13,Seongsu2ga3(sam)-dong,37.54818971,127.056597845,34.1,58.0,2.3714285714285714,45.754627726113554,38.1,very_strong_heat
V02Q1940263,2025-08-03 13:07:00,2025-08-03,13,Yongdap-dong,37.560874377,127.062747282,33.1,59.0,2.3714285714285714,44.754627726113554,36.9,strong_heat
V02Q1940270,2025-08-03 13:07:00,2025-08-03,13,Seongsu1ga2(i)-dong,37.547286983,127.046740172,32.8,60.0,2.3714285714285714,44.45462772611354,36.6,strong_heat
V02Q1940496,2025-08-03 13:07:00,2025-08-03,13,Seongsu2ga1(il)-dong,37.538775645,127.059760733,33.2,60.0,2.3714285714285714,44.85462772611355,37.1,strong_heat
V02Q1940842,2025-08-03 13:07:00,2025-08-03,13,Eungbong-dong,37.55214248,127.03558479,33.4,60.0,2.3714285714285714,45.05462772611355,37.4,strong_heat
V02Q1940286,2025-08-03 13:07:00,2025-08-03,13,Wangsimni2(i)-dong,37.562166194,127.026682312,33.3,60.0,2.3714285714285714,44.95462772611354,37.3,strong_heat
V02Q1940743,2025-08-03 13:07:00,2025-08-03,13,Seongsu2ga1(il)-dong,37.536409649,127.056387019,33.4,61.0,2.3714285714285714,45.05462772611355,37.5,strong_heat
V02Q1940709,2025-08-03 13:07:00,2025-08-03,13,Majang-dong,37.569445214,127.0446016,32.5,62.0,2.3714285714285714,44.154627726113546,36.4,strong_heat
V02Q1940786,2025-08-03 13:07:00,2025-08-03,13,Seongsu1ga1(il)-dong,37.542101542,127.049671321,32.6,61.0,2.3714285714285714,44.254627726113554,36.4,strong_heat
V02Q1940473,2025-08-03 13:07:00,2025-08-03,13,Geumho-1(il)-dong,37.556839663,127.019950184,32.0,63.0,2.3714285714285714,43.654627726113546,35.8,strong_heat
OC3CL200256,2025-08-03 14:07:00,2025-08-03,14,Majang-dong,37.5716201595004,127.036088628704,29.8,51.0,2.1714285714285717,42.02309260785428,32.4,strong_heat
V02Q1940112,2025-08-03 14:07:00,2025-08-03,14,Songjeong-dong,37.556514509,127.071193511,34.2,56.0,2.1714285714285717,46.42309260785429,38.3,very_strong_heat
V02Q1940156,2025-08-03 14:07:00,2025-08-03,14,Majang-dong,37.566674857,127.045521513,34.4,55.0,2.1714285714285717,46.623092607854275,38.5,very_strong_heat
V02Q1940258,2025-08-03 14:07:00,2025-08-03,14,Wangsimni2(i)-dong,37.562998002,127.028435382,33.2,59.0,2.1714285714285717,45.42309260785429,37.3,strong_heat
V02Q1940261,2025-08-03 14:07:00,2025-08-03,14,Seongsu1ga2(i)-dong,37.549808841,127.049770229,34.0,56.0,2.1714285714285717,46.223092607854284,38.1,very_strong_heat
V02Q1940263,2025-08-03 14:07:00,2025-08-03,14,Yongdap-dong,37.560874377,127.062747282,33.4,57.0,2.1714285714285717,45.623092607854275,37.4,strong_heat
V02Q1940270,2025-08-03 14:07:00,2025-08-03,14,Seongsu1ga2(i)-dong,37.547286983,127.046740172,33.4,57.0,2.1714285714285717,45.623092607854275,37.4,strong_heat
V02Q1940286,2025-08-03 14:07:00,2025-08-03,14,Wangsimni2(i)-dong,37.562166194,127.026682312,33.5,59.0,2.1714285714285717,45.723092607854284,37.7,strong_heat
V02Q1940441,2025-08-03 14:07:00,2025-08-03,14,Haengdang1(il)-dong,37.558352332,127.037694516,33.3,58.0,2.1714285714285717,45.52309260785428,37.4,strong_heat
V02Q1940473,2025-08-03 14:07:00,2025-08-03,14,Geumho-1(il)-dong,37.556839663,127.019950184,32.8,60.0,2.1714285714285717,45.02309260785428,36.9,strong_heat
V02Q1940496,2025-08-03 14:07:00,2025-08-03,14,Seongsu2ga1(il)-dong,37.538775645,127.059760733,33.5,57.0,2.1714285714285717,45.723092607854284,37.5,strong_heat
V02Q1940502,2025-08-03 14:07:00,2025-08-03,14,Seongsu1ga1(il)-dong,37.54081481,127.049563967,33.9,58.0,2.1714285714285717,46.123092607854275,38.2,very_strong_heat
V02Q1940504,2025-08-03 14:07:00,2025-08-03,14,Haengdang2(i)-dong,37.55905889,127.02896077,33.5,61.0,2.1714285714285717,45.723092607854284,38.0,very_strong_heat
V02Q1940503,2025-08-03 14:07:00,2025-08-03,14,Songjeong-dong,37.554020674,127.068888201,33.8,58.0,2.1714285714285717,46.02309260785428,38.0,very_strong_heat
V02Q1940501,2025-08-03 14:07:00,2025-08-03,14,Eungbong-dong,37.552003424,127.036324364,33.7,57.0,2.1714285714285717,45.92309260785429,37.8,strong_heat
V02Q1940530,2025-08-03 14:07:00,2025-08-03,14,Seongsu1ga1(il)-dong,37.542144186,127.047751758,33.0,60.0,2.1714285714285717,45.223092607854284,37.2,strong_heat
V02Q1940545,2025-08-03 14:07:00,2025-08-03,14,Seongsu1ga2(i)-dong,37.546306095,127.043661494,33.8,57.0,2.1714285714285717,46.02309260785428,37.9,strong_heat
V02Q1940565,2025-08-03 14:07:00,2025-08-03,14,Seongsu2ga1(il)-dong,37.541950115,127.053612431,33.2,58.0,2.1714285714285717,45.42309260785429,37.2,strong_heat
V02Q1940588,2025-08-03 14:07:00,2025-08-03,14,Sageun-dong,37.55810867,127.050859556,33.5,58.0,2.1714285714285717,45.723092607854284,37.6,strong_heat
V02Q1940594,2025-08-03 14:07:00,2025-08-03,14,Seongsu2ga3(sam)-dong,37.549231792,127.053877502,34.5,55.0,2.1714285714285717,46.723092607854284,38.6,very_strong_heat
V02Q1940590,2025-08-03 14:07:00,2025-08-03,14,Sageun-dong,37.560723571,127.048425106,34.1,56.0,2.1714285714285717,46.32309260785428,38.2,very_strong_heat
V02Q1940580,2025-08-03 14:07:00,2025-08-03,14,Yongdap-dong,37.56518716,127.05111116,33.6,57.0,2.1714285714285717,45.82309260785428,37.6,strong_heat
V02Q1940607,2025-08-03 14:07:00,2025-08-03,14,Sageun-dong,37.55887111,127.038552736,32.9,60.0,2.1714285714285717,45.123092607854275,37.0,strong_heat
V02Q1940601,2025-08-03 14:07:00,2025-08-03,14,Sageun-dong,37.560264565,127.048014605,34.6,55.0,2.1714285714285717,46.82309260785428,38.8,very_strong_heat
V02Q1940603,2025-08-03 14:07:00,2025-08-03,14,Yongdap-dong,37.563368336,127.055964397,33.7,57.0,2.1714285714285717,45.92309260785429,37.8,strong_heat
V02Q1940615,2025-08-03 14:07:00,2025-08-03,14,Geumho-1(il)-dong,37.557838543,127.024148057,33.8,58.0,2.1714285714285717,46.02309260785428,38.0,very_strong_heat
V02Q1940616,2025-08-03 14:07:00,2025-08-03,14,Wangsimni2(i)-dong,37.560443166,127.030835302,34.1,57.0,2.1714285714285717,46.32309260785428,38.3,very_strong_heat
V02Q1940623,2025-08-03 14:07:00,2025-08-03,14,Majang-dong,37.563719858,127.039492971,33.3,59.0,2.1714285714285717,45.52309260785428,37.5,strong_heat
V02Q1940617,2025-08-03 14:07:00,2025-08-03,14,Oksu-dong,37.541972102,127.016370616,33.9,60.0,2.1714285714285717,46.123092607854275,38.4,very_strong_heat
V02Q1940627,2025-08-03 14:07:00,2025-08-03,14,Songjeong-dong,37.551819341,127.067379627,33.8,56.0,2.1714285714285717,46.02309260785428,37.8,strong_heat
V02Q1940628,2025-08-03 14:07:00,2025-08-03,14,Majang-dong,37.568356828,127.040528854,33.9,58.0,2.1714285714285717,46.123092607854275,38.2,very_strong_heat
V02Q1940632,2025-08-03 14:07:00,2025-08-03,14,Wangsimni-doSeondong,37.564964319,127.03447479,33.5,58.0,2.1714285714285717,45.723092607854284,37.6,strong_heat
V02Q1940639,2025-08-03 14:07:00,2025-08-03,14,Eungbong-dong,37.54966889,127.03182637,33.5,60.0,2.1714285714285717,45.723092607854284,37.9,strong_heat
V02Q1940642,2025-08-03 14:07:00,2025-08-03,14,Yongdap-dong,37.560215516,127.064339113,33.4,59.0,2.1714285714285717,45.623092607854275,37.6,strong_heat
V02Q1940644,2025-08-03 14:07:00,2025-08-03,14,Haengdang1(il)-dong,37.561197184,127.034602965,32.7,60.0,2.1714285714285717,44.92309260785429,36.8,strong_heat
V02Q1940670,2025-08-03 14:07:00,2025-08-03,14,Seongsu1ga1(il)-dong,37.539279182,127.049873167,33.9,58.0,2.1714285714285717,46.123092607854275,38.2,very_strong_heat
V02Q1940733,2025-08-03 14:07:00,2025-08-03,14,Seongsu2ga3(sam)-dong,37.54818971,127.056597845,34.5,55.0,2.1714285714285717,46.723092607854284,38.6,very_strong_heat
V02Q1940744,2025-08-03 14:07:00,2025-08-03,14,Seongsu2ga3(sam)-dong,37.544751429,127.053111792,33.7,57.0,2.1714285714285717,45.92309260785429,37.8,strong_heat
V02Q1940753,2025-08-03 14:07:00,2025-08-03,14,Geumho-1(il)-dong,37.549364662,127.026655727,34.1,59.0,2.1714285714285717,46.32309260785428,38.6,very_strong_heat
V02Q1940743,2025-08-03 14:07:00,2025-08-03,14,Seongsu2ga1(il)-dong,37.536409649,127.056387019,34.2,57.0,2.1714285714285717,46.42309260785429,38.5,very_strong_heat
V02Q1940748,2025-08-03 14:07:00,2025-08-03,14,Seongsu1ga1(il)-dong,37.537369863,127.050872231,33.5,60.0,2.1714285714285717,45.723092607854284,37.9,strong_heat
V02Q1940761,2025-08-03 14:07:00,2025-08-03,14,Majang-dong,37.564052441,127.044424399,33.4,59.0,2.1714285714285717,45.623092607854275,37.6,strong_heat
V02Q1940786,2025-08-03 14:07:00,2025-08-03,14,Seongsu1ga1(il)-dong,37.542101542,127.049671321,33.4,58.0,2.1714285714285717,45.623092607854275,37.5,strong_heat
V02Q1940828,2025-08-03 14:07:00,2025-08-03,14,Sageun-dong,37.561332045,127.039688831,33.5,58.0,2.1714285714285717,45.723092607854284,37.6,strong_heat
V02Q1940842,2025-08-03 14:07:00,2025-08-03,14,Eungbong-dong,37.55214248,127.03558479,33.9,58.0,2.1714285714285717,46.123092607854275,38.2,very_strong_heat
V02Q1940868,2025-08-03 14:07:00,2025-08-03,14,Yongdap-dong,37.560512835,127.052853492,33.9,57.0,2.1714285714285717,46.123092607854275,38.0,very_strong_heat
V02Q1940871,2025-08-03 14:07:00,2025-08-03,14,Majang-dong,37.57114665,127.037105979,34.7,56.0,2.1714285714285717,46.92309260785429,39.0,very_strong_heat
OC3CL200256,2025-08-03 15:07:00,2025-08-03,15,Majang-dong,37.5716201595004,127.036088628704,29.9,53.0,2.5,41.05547982500876,32.0,strong_heat
V02Q1940156,2025-08-03 15:07:00,2025-08-03,15,Majang-dong,37.566674857,127.045521513,34.4,55.0,2.5,45.55547982500876,38.0,very_strong_heat
V02Q1940502,2025-08-03 15:07:00,2025-08-03,15,Seongsu1ga1(il)-dong,37.54081481,127.049563967,33.5,59.0,2.5,44.655479825008754,37.2,strong_heat
V02Q1940545,2025-08-03 15:07:00,2025-08-03,15,Seongsu1ga2(i)-dong,37.546306095,127.043661494,33.4,58.0,2.5,44.55547982500876,37.0,strong_heat
V02Q1940616,2025-08-03 15:07:00,2025-08-03,15,Wangsimni2(i)-dong,37.560443166,127.030835302,34.3,56.0,2.5,45.45547982500875,38.0,very_strong_heat
V02Q1940594,2025-08-03 15:07:00,2025-08-03,15,Seongsu2ga3(sam)-dong,37.549231792,127.053877502,34.5,55.0,2.5,45.655479825008754,38.1,very_strong_heat
V02Q1940590,2025-08-03 15:07:00,2025-08-03,15,Sageun-dong,37.560723571,127.048425106,34.4,56.0,2.5,45.55547982500876,38.1,very_strong_heat
V02Q1940617,2025-08-03 15:07:00,2025-08-03,15,Oksu-dong,37.541972102,127.016370616,34.1,58.0,2.5,45.25547982500876,37.9,strong_heat
V02Q1940503,2025-08-03 15:07:00,2025-08-03,15,Songjeong-dong,37.554020674,127.068888201,33.6,59.0,2.5,44.75547982500876,37.3,strong_heat
V02Q1940556,2025-08-03 15:07:00,2025-08-03,15,Seongsu2ga1(il)-dong,37.540241557,127.054675329,32.6,63.0,2.5,43.75547982500876,36.4,strong_heat
V02Q1940603,2025-08-03 15:07:00,2025-08-03,15,Yongdap-dong,37.563368336,127.055964397,33.5,58.0,2.5,44.655479825008754,37.1,strong_heat
V02Q1940563,2025-08-03 15:07:00,2025-08-03,15,Wangsimni-doSeondong,37.564129832,127.031439736,33.8,57.0,2.5,44.95547982500875,37.4,strong_heat
V02Q1940644,2025-08-03 15:07:00,2025-08-03,15,Haengdang1(il)-dong,37.561197184,127.034602965,32.9,59.0,2.5,44.05547982500876,36.4,strong_heat
V02Q1940639,2025-08-03 15:07:00,2025-08-03,15,Eungbong-dong,37.54966889,127.03182637,33.2,60.0,2.5,44.35547982500876,36.9,strong_heat
V02Q1940615,2025-08-03 15:07:00,2025-08-03,15,Geumho-1(il)-dong,37.557838543,127.024148057,33.2,58.0,2.5,44.35547982500876,36.7,strong_heat
V02Q1940607,2025-08-03 15:07:00,2025-08-03,15,Sageun-dong,37.55887111,127.038552736,33.2,59.0,2.5,44.35547982500876,36.8,strong_heat
V02Q1940628,2025-08-03 15:07:00,2025-08-03,15,Majang-dong,37.568356828,127.040528854,33.7,59.0,2.5,44.85547982500876,37.5,strong_heat
V02Q1940261,2025-08-03 15:07:00,2025-08-03,15,Seongsu1ga2(i)-dong,37.549808841,127.049770229,34.3,56.0,2.5,45.45547982500875,38.0,very_strong_heat
V02Q1940504,2025-08-03 15:07:00,2025-08-03,15,Haengdang2(i)-dong,37.55905889,127.02896077,33.6,60.0,2.5,44.75547982500876,37.5,strong_heat
V02Q1940623,2025-08-03 15:07:00,2025-08-03,15,Majang-dong,37.563719858,127.039492971,33.4,58.0,2.5,44.55547982500876,37.0,strong_heat
